FID_1,Field1,a_lat,a_lon,Identifyin,Date,Time,Waypoint,Inclinomet,Sighting_S,Observer,Vessel_Sig,Number_Ves,Vessel_Act,Direction_,Associated,Animal_Sig,Number_in_,Species,School_Siz,Behavior,Notes,Line,Notes_1,Notes_Off_,Inbound_Ou,GlareL_Cat,GlareR_Cat,Sun_penetr,Air_Temp_C,Wind_direc,Wind_Speed,Cloud_Cove,location_x,location_y,Id,date_1,time_1,cdom,dist2cdom,chloro,dist2chlor,oxy,dist2oxy,salt,dist2salt,temp,dist2temp,A2011175_c,A2011176_c,A2011177_c,A2011178_c,A2011179_c,A2011180_c,A2011181_c,A2011182_c,A2011175_s,A2011176_s,A2011177_s,A2011178_s,A2011179_s,A2011180_s,A2011181_s,A2011182_s,A2011175_t,A2011176_t,A2011177_t,A2011178_t,A2011179_t,A2011180_t,A2011181_t,A2011182_t,FID_2,centroidID,cent_x,cent_y
349,350,29.029,-91.087,133,6/25/2011,9:19:54,91,5,R,LB,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,O,1,3,1.5,22,SE,22,2,-62.0575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,334,-91.03471667,29.001225
322,323,29,-90.85,130,6/25/2011,9:12:36,88,4,R,LB,Shrimp Trawler,1,Stationary,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,I,1,3,1.5,22,SE,22,2,-61.8497,-61.84961877,130,6/25/2011,0.38375,0.75,0.0315569,1.22,0.0315569,0.84,0.0315569,18.94,0.0315569,29.53,0.0315569,0,9.421970367,0,0,0,0,10.68686962,0,29.79496193,0,29.8559227,30.47628784,30.08470535,26.55471992,33.98475647,32.09067154,0,0.61619997,0,0,0,0,0.702400029,0,316,335,-90.83715,29.001225
344,345,29.025,-90.762,104,6/25/2011,8:27:46,62,2,R,LB,Shrimp Trawler,3,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,O,1,3,1.5,22,120,12,2,-61.737,-61.73694347,104,6/25/2011,0.352615741,0.73,0.0283719,1.21,0.0283719,0.74,0.0283719,20.4,0.0283719,29.53,0.0283719,0,8.338999748,0,0,0,0,9.718239784,0,29.25133514,0,29.79998207,30.53868103,30.60824966,29.85305405,33.56879044,0,0,0.543380022,0,0,0,0,0.635200024,0,316,336,-90.83715,29.001225
360,361,29.04,-90.874,131,6/25/2011,9:13:53,89,20,R,LB,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,3,1.5,22,SE,22,2,-61.8335,-61.83349193,131,6/25/2011,0.384641204,0.75,0.01738317,1.22,0.01738317,0.84,0.01738317,18.94,0.01738317,29.53,0.01738317,0,9.421970367,0,0,0,0,10.68686962,0,29.79496193,0,29.8559227,30.47628784,30.08470535,26.55471992,33.98475647,32.09067154,0,0.61619997,0,0,0,0,0.702400029,0,316,337,-90.83715,29.001225
365,366,29.043,-90.753,449,6/27/2011,9:07:10,390,25,R,LB,Shrimp Trawler,1,Trawling,E,No,NA,NA,NA,NA,NA,Working the beach,NA,NA,NA,C,1,1,NA,NA,NA,NA,1,-61.7101,-61.71012145,449,6/27/2011,0.379976852,0.73,0.03912002,1.21,0.03912002,0.74,0.03912002,20.4,0.03912002,29.53,0.03912002,0,17.58609009,0,0,0,0,0,0,29.4449749,0,29.59917068,30.3758812,30.32783127,0,0,32.60991287,0,1.231400013,0,0,0,0,0,0,316,338,-90.83715,29.001225
341,342,29.023,-90.734,105,6/25/2011,8:27:51,63,5,R,LB,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,O,1,3,1.5,22,120,12,2,-61.7106,-61.71055713,105,6/25/2011,0.352673611,0.73,0.05642183,1.21,0.05642183,0.74,0.05642183,20.4,0.05642183,29.53,0.05642183,0,8.338999748,0,0,0,0,9.718239784,0,29.25133514,0,29.79998207,30.53868103,30.60824966,29.85305405,33.56879044,0,0,0.543380022,0,0,0,0,0.635200024,0,317,339,-90.63958333,29.001225
345,346,29.025,-90.665,441,6/27/2011,9:03:27,382,2,R,LB,Shrimp Trawler,1,Trawling,E,Unknown,NA,NA,NA,NA,NA,Working the beach,8,NA,NA,I,1,3,NA,NA,NA,NA,1,-61.6401,-61.64013986,441,6/27/2011,0.377395833,0.53,0.06660628,1.21,0.06660628,0.29,0.06660628,24.6,0.06660628,29.48,0.06660628,0,0,0,0,0,0,0,0,29.57908821,0,29.70889854,30.46696472,30.32854843,0,0,32.83008957,0,0,0,0,0,0,0,0,317,340,-90.63958333,29.001225
354,355,29.032,-90.665,442,6/27/2011,9:03:41,383,2,R,LB,Shrimp Trawler,1,Trawling,NW,Unknown,NA,NA,NA,NA,NA,Working the beach,8,NA,NA,I,1,3,NA,NA,NA,NA,1,-61.6331,-61.63313986,442,6/27/2011,0.37755787,0.53,0.07399592,1.21,0.07399592,0.29,0.07399592,24.6,0.07399592,29.48,0.07399592,0,0,0,0,0,0,0,0,29.57908821,0,29.70889854,30.46696472,30.32854843,0,0,32.83008957,0,0,0,0,0,0,0,0,317,341,-90.63958333,29.001225
356,357,29.035,-90.543,408,6/27/2011,8:13:40,349,10,R,LB,Shrimp Trawler,1,Trawling,NW,Unknown,NA,NA,NA,NA,NA,NA,7,NA,NA,O,3,2,NA,NA,NA,NA,1,-61.5089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,342,-90.63958333,29.001225
357,358,29.037,-90.543,407,6/27/2011,8:13:36,348,10,R,LB,Shrimp Trawler,1,Trawling,SW,Unknown,NA,NA,NA,NA,NA,NA,7,NA,NA,O,3,2,NA,NA,NA,NA,1,-61.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,343,-90.63958333,29.001225
358,359,29.039,-90.694,443,6/27/2011,9:04:05,384,4,R,LB,Shrimp Trawler,1,Trawling,NW,Unknown,NA,NA,NA,NA,NA,Working the beach,8,NA,NA,I,1,3,NA,NA,NA,NA,1,-61.6545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,344,-90.63958333,29.001225
361,362,29.04,-90.702,444,6/27/2011,9:04:13,385,5,R,LB,Shrimp Trawler,1,Trawling,NW,Unknown,NA,NA,NA,NA,NA,Working the beach,8,NA,NA,I,1,3,NA,NA,NA,NA,1,-61.6628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,345,-90.63958333,29.001225
362,363,29.04,-90.548,406,6/27/2011,8:13:31,347,7,R,LB,Shrimp Trawler,1,Trawling,W,Unknown,NA,NA,NA,NA,NA,NA,7,NA,NA,O,3,2,NA,NA,NA,NA,1,-61.5083,-61.50832933,406,6/27/2011,0.342719907,1.01,0.03324333,1.25,0.03324333,0.43,0.03324333,19.5,0.03324333,29.66,0.03324333,0,0,0,0,0,0,0,0,29.79424477,0,29.67734337,30.48561096,30.77535248,0,0,32.30080414,0,0,0,0,0,0,0,0,317,346,-90.63958333,29.001225
366,367,29.044,-90.704,445,6/27/2011,9:04:18,386,6,R,LB,Shrimp Trawler,1,Trawling,NW,Unknown,NA,NA,NA,NA,NA,Working the beach,8,NA,NA,I,1,3,NA,NA,NA,NA,1,-61.6605,-61.6605018,445,6/27/2011,0.377986111,0.55,0.08509002,1.22,0.08509002,0.39,0.08509002,23.14,0.08509002,29.48,0.08509002,0,0,0,0,0,0,0,0,29.7798996,0,29.89966965,30.55732727,30.7574234,30.08757401,0,32.56975174,0,0,0,0,0,0,0,0,317,347,-90.63958333,29.001225
368,369,29.045,-90.656,100,6/25/2011,8:25:39,58,10,L,KC,Shrimp Trawler,1,Transiting,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,3,1.5,22,120,12,2,-61.6112,-61.61119857,100,6/25/2011,0.351145833,1.01,0.07755035,1.25,0.07755035,0.43,0.07755035,19.5,0.07755035,29.66,0.07755035,0,0,0,0,0,0,0,0,28.74858856,0,29.78707314,30.24391937,30.58243179,29.47007751,0,0,0,0,0,0,0,0,0,0,317,348,-90.63958333,29.001225
369,370,29.046,-90.673,103,6/25/2011,8:26:08,61,32,L,KC,Shrimp Trawler,1,Transiting,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,3,1.5,22,120,12,2,-61.6265,-61.6265106,103,6/25/2011,0.351481481,0.53,0.0889912,1.21,0.0889912,0.29,0.0889912,24.6,0.0889912,29.48,0.0889912,0,0,0,0,0,0,0,0,29.7798996,0,29.89966965,30.55732727,30.7574234,30.08757401,0,32.56975174,0,0,0,0,0,0,0,0,317,349,-90.63958333,29.001225
375,376,29.05,-90.709,446,6/27/2011,9:04:21,387,15,R,LB,Shrimp Trawler,1,Trawling,SW,No,NA,NA,NA,NA,NA,Working the beach,8,NA,NA,I,1,3,NA,NA,NA,NA,1,-61.6594,-61.65938009,446,6/27/2011,0.378020833,0.73,0.0833237,1.21,0.0833237,0.74,0.0833237,20.4,0.0833237,29.53,0.0833237,0,0,0,0,0,0,0,0,28.97737122,0,29.70029259,30.26113129,30.48991394,29.36034775,0,0,0,0,0,0,0,0,0,0,317,350,-90.63958333,29.001225
376,377,29.052,-90.71,447,6/27/2011,9:04:24,388,20,R,LB,Shrimp Trawler,1,Trawling,E,No,NA,NA,NA,NA,NA,Working the beach,8,NA,NA,I,1,3,NA,NA,NA,NA,1,-61.6576,-61.65761612,447,6/27/2011,0.378055556,0.73,0.08312755,1.21,0.08312755,0.74,0.08312755,20.4,0.08312755,29.53,0.08312755,0,0,0,0,0,0,0,0,28.97737122,0,29.70029259,30.26113129,30.48991394,29.36034775,0,0,0,0,0,0,0,0,0,0,317,351,-90.63958333,29.001225
378,379,29.054,-90.552,405,6/27/2011,8:13:05,346,5,R,LB,Shrimp Trawler,1,Trawling,W,Unknown,NA,NA,NA,NA,NA,NA,7,NA,NA,O,3,2,NA,NA,NA,NA,1,-61.4982,-61.49815972,405,6/27/2011,0.342418981,1.01,0.03676609,1.25,0.03676609,0.43,0.03676609,19.5,0.03676609,29.66,0.03676609,0,0,0,0,0,0,0,0,29.75121307,0,29.43493462,30.45405579,31.47747803,0,0,32.41985703,0,0,0,0,0,0,0,0,317,352,-90.63958333,29.001225
379,380,29.054,-90.55,96,6/25/2011,8:17:46,54,10,L,KC,Shrimp Trawler,1,Transiting,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,3,1.5,22,120,12,2,-61.4954,-61.49538985,96,6/25/2011,0.345671296,1.01,0.03885127,1.25,0.03885127,0.43,0.03885127,19.5,0.03885127,29.66,0.03885127,0,0,0,0,0,0,0,0,29.75121307,0,29.43493462,30.45405579,31.47747803,0,0,32.41985703,0,0,0,0,0,0,0,0,317,353,-90.63958333,29.001225
380,381,29.055,-90.668,102,6/25/2011,8:25:56,60,15,R,LB,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,3,1.5,22,120,12,2,-61.6125,-61.61248587,102,6/25/2011,0.351342593,1.01,0.09128279,1.25,0.09128279,0.43,0.09128279,19.5,0.09128279,29.66,0.09128279,0,0,0,0,0,0,0,0,29.7798996,0,29.89966965,30.55732727,30.7574234,30.08757401,0,32.56975174,0,0,0,0,0,0,0,0,317,354,-90.63958333,29.001225
386,387,29.063,-90.618,98,6/25/2011,8:19:47,56,15,R,LB,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,Looking for fish - found just foam.,NA,NA,NA,C,1,3,1.5,22,120,12,2,-61.5552,-61.55521287,98,6/25/2011,0.347071759,1.01,0.05045546,1.25,0.05045546,0.43,0.05045546,19.5,0.05045546,29.66,0.05045546,0,0,0,0,0,0,0,0,29.02757263,0,29.684515,30.14279556,30.4009819,0,0,32.034729,0,0,0,0,0,0,0,0,317,355,-90.63958333,29.001225
387,388,29.065,-90.562,97,6/25/2011,8:18:11,55,88,L,KC,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,"Directly below us, heading to 8A",NA,NA,NA,C,1,3,1.5,22,120,12,2,-61.4974,-61.4973075,97,6/25/2011,0.345960648,1.01,0.03910692,1.25,0.03910692,0.43,0.03910692,19.5,0.03910692,29.66,0.03910692,0,0,0,0,0,0,0,0,29.75121307,0,29.43493462,30.45405579,31.47747803,0,0,32.41985703,0,0,0,0,0,0,0,0,317,356,-90.63958333,29.001225
299,300,28.948,-90.52,414,6/27/2011,8:16:36,355,4,R,LB,Shrimp Trawler,1,Trawling,NE,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,O,3,2,NA,NA,NA,NA,1,-61.5726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,357,-90.44201667,29.001225
323,324,29.001,-90.412,1472,7/1/2011,7:42:59,36,2,R,LB,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.4113,-61.41128264,1472,7/1/2011,0.321516204,1.05,0.04043773,1.26,0.04043773,0.23,0.04043773,21.67,0.04043773,29.6,0.04043773,0,0,0,0,0,0,0,4.230830193,29.74332428,0,0,30.57095718,30.56521988,30.94819641,0,31.63597488,0,0,0,0,0,0,0,0.291040003,318,358,-90.44201667,29.001225
329,330,29.006,-90.369,1469,7/1/2011,7:41:48,33,5,R,LB,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.3623,-61.36224345,1469,7/1/2011,0.320694444,1.07,0.02362294,1.27,0.02362294,0.13,0.02362294,21.59,0.02362294,29.56,0.02362294,0,0,0,0,0,0,0,4.626820087,29.68092918,0,0,30.02732849,30.51501465,0,32.90969467,31.6395607,0,0,0,0,0,0,0,0.31268999,318,359,-90.44201667,29.001225
335,336,29.015,-90.356,1467,7/1/2011,7:41:21,31,5,R,LB,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.3411,-61.34110847,1467,7/1/2011,0.320381944,1.07,0.02000966,1.27,0.02000966,0.13,0.02000966,21.59,0.02000966,29.56,0.02000966,0,0,0,0,0,0,0,4.626820087,29.68092918,0,0,30.02732849,30.51501465,0,32.90969467,31.6395607,0,0,0,0,0,0,0,0.31268999,318,360,-90.44201667,29.001225
342,343,29.024,-90.344,1465,7/1/2011,7:40:55,29,5,R,LB,Shrimp Trawler,1,Transiting,E,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.3198,-61.31984016,1465,7/1/2011,0.320081019,1.07,0.02677903,1.27,0.02677903,0.13,0.02677903,21.59,0.02677903,29.56,0.02677903,0,0,0,0,0,0,0,4.626820087,29.68092918,0,0,30.02732849,30.51501465,0,32.90969467,31.6395607,0,0,0,0,0,0,0,0.31268999,318,361,-90.44201667,29.001225
346,347,29.026,-90.357,1466,7/1/2011,7:41:10,30,3,R,LB,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.3307,-61.33067594,1466,7/1/2011,0.32025463,1.07,0.01378829,1.27,0.01378829,0.13,0.01378829,21.59,0.01378829,29.56,0.01378829,0,0,0,0,0,0,0,4.626820087,29.68092918,0,0,30.02732849,30.51501465,0,32.90969467,31.6395607,0,0,0,0,0,0,0,0.31268999,318,362,-90.44201667,29.001225
347,348,29.027,-90.435,1473,7/1/2011,7:43:09,37,1,R,LB,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.4077,-61.4077152,1473,7/1/2011,0.321631944,1.05,0.00605388,1.26,0.00605388,0.23,0.00605388,21.67,0.00605388,29.6,0.00605388,0,0,0,0,0,0,0,4.230830193,29.74332428,0,0,30.57095718,30.56521988,30.94819641,0,31.63597488,0,0,0,0,0,0,0,0.291040003,318,363,-90.44201667,29.001225
350,351,29.029,-90.372,1468,7/1/2011,7:41:29,32,2,R,LB,Shrimp Trawler,1,Stationary,NA,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.3435,-61.34350998,1468,7/1/2011,0.320474537,1.07,0.00257625,1.27,0.00257625,0.13,0.00257625,21.59,0.00257625,29.56,0.00257625,0,0,0,0,0,0,0,4.626820087,29.68092918,0,0,30.02732849,30.51501465,0,32.90969467,31.6395607,0,0,0,0,0,0,0,0.31268999,318,364,-90.44201667,29.001225
367,368,29.044,-90.5,94,6/25/2011,8:16:10,52,10,R,LB,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,I,1,3,1.5,22,120,12,2,-61.4556,-61.45566015,94,6/25/2011,0.344560185,1.03,0.01744108,1.26,0.01744108,0.33,0.01744108,21.17,0.01744108,29.63,0.01744108,0,0,0,0,0,0,0,0,29.75479889,0,29.62355423,30.93026352,31.76004791,0,0,32.31515121,0,0,0,0,0,0,0,0,318,365,-90.44201667,29.001225
390,391,29.066,-90.531,95,6/25/2011,8:17:16,53,12,R,LB,Shrimp Trawler,1,Transiting,SW,NA,NA,NA,NA,NA,NA,"From 7 to 8A, switch beach to 3 miles off beach (not sure this happened)",NA,NA,NA,C,1,3,1.5,22,120,12,2,-61.4656,-61.46556876,95,6/25/2011,0.345324074,1.27,0.04038303,1.28,0.04038303,0.57,0.04038303,16.49,0.04038303,29.55,0.04038303,0,0,0,0,0,0,0,0,29.75479889,0,29.62355423,30.93026352,31.76004791,0,0,32.31515121,0,0,0,0,0,0,0,0,318,366,-90.44201667,29.001225
313,314,28.983,-90.331,75,6/25/2011,7:36:13,33,20,R,LB,Shrimp Trawler,1,Transiting,SSE,Unknown,NA,NA,NA,NA,NA,NA,6,6A,NA,O,2,2,1.5,22,182,17,3,-61.3478,-61.34782473,75,6/25/2011,0.31681713,0.99,0.0381995,1.22,0.0381995,0.06,0.0381995,20.82,0.0381995,29.39,0.0381995,0,0,0,0,0,0,5.992380142,2.187170029,29.88030624,0,0,30.23316193,29.93266106,30.60466385,32.90897751,31.19060516,0,0,0,0,0,0,0.393900007,0.188160002,319,367,-90.24445,29.001225
333,334,29.013,-90.208,1029,6/30/2011,7:57:08,237,2,R,CW,Shrimp Trawler,1,Stationary,NA,NA,NA,NA,NA,NA,NA,NA,Z3,NA,Off Effort,O,3,1,NA,NA,NA,NA,2,-61.195,-61.19498075,1029,6/30/2011,0.331342593,1.28,0.02742351,1.27,0.02742351,0.04,0.02742351,16.13,0.02742351,29.3,0.02742351,0,0,0,0,0,0,11.34284019,4.121240139,30.34719467,0,29.57980537,30.19013214,30.69646454,29.61494827,32.85590744,31.56927872,0,0,0,0,0,0,0.749759972,0.299890012,319,368,-90.24445,29.001225
351,352,29.029,-90.32,1463,7/1/2011,7:40:14,27,20,R,LB,Shrimp Trawler,1,Transiting,N,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.2912,-61.29126337,1463,7/1/2011,0.319606481,1.09,0.02017512,1.28,0.02017512,0.04,0.02017512,21.51,0.02017512,29.53,0.02017512,0,0,0,0,0,0,6.880400181,3.100029945,30.14279556,0,0,30.51860046,30.41317368,0,32.49516296,31.42798996,0,0,0,0,0,0,0.449200004,0.228520006,319,369,-90.24445,29.001225
355,356,29.034,-90.183,67,6/25/2011,7:26:51,25,15,L,KC,Shrimp Trawler,1,Transiting,NW,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,I,2,2,1.5,22,218,15,2,-61.1487,-61.14866286,67,6/25/2011,0.3103125,1.45,0.0231646,1.32,0.0231646,0.05,0.0231646,12.2,0.0231646,29.12,0.0231646,0,0,0,0,0,0,11.34284019,4.121240139,30.34719467,0,29.57980537,30.19013214,30.69646454,29.61494827,32.85590744,31.56927872,0,0,0,0,0,0,0.749759972,0.299890012,319,370,-90.24445,29.001225
370,371,29.046,-90.316,1461,7/1/2011,7:39:47,25,5,R,LB,Shrimp Trawler,1,Transiting,SE,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.2705,-61.27053005,1461,7/1/2011,0.319293981,1.09,0.02257664,1.28,0.02257664,0.04,0.02257664,21.51,0.02257664,29.53,0.02257664,0,0,0,0,0,0,0,0,29.92262077,0,0,30.34217453,30.77965546,0,32.86738205,31.46026611,0,0,0,0,0,0,0,0,319,371,-90.24445,29.001225
371,372,29.046,-90.302,1460,7/1/2011,7:39:27,24,15,R,LB,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.2564,-61.25639675,1460,7/1/2011,0.3190625,1.09,0.01603641,1.28,0.01603641,0.04,0.01603641,21.51,0.01603641,29.53,0.01603641,0,0,0,0,0,0,0,0,29.92262077,0,0,30.34217453,30.77965546,0,32.86738205,31.46026611,0,0,0,0,0,0,0,0,319,372,-90.24445,29.001225
372,373,29.047,-90.191,68,6/25/2011,7:27:21,26,8,L,KC,Shrimp Trawler,1,Transiting,ESE,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,I,2,2,1.5,22,218,15,2,-61.1437,-61.14370141,68,6/25/2011,0.310659722,1.45,0.03551185,1.32,0.03551185,0.05,0.03551185,12.2,0.03551185,29.12,0.03551185,0,0,0,0,0,0,16.0105896,6.639259815,30.49278259,0,29.57837105,29.90971184,30.98764038,30.00007629,32.95703125,31.86619186,0,0,0,0,0,0,1.102699995,0.439069986,319,373,-90.24445,29.001225
373,374,29.048,-90.26,1454,7/1/2011,7:38:21,19,5,L,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.2126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,374,-90.24445,29.001225
374,375,29.049,-90.332,74,6/25/2011,7:33:45,32,38,L,KC,Shrimp Trawler,1,Transiting,WSW,No,NA,NA,NA,NA,NA,NA,NA,On the cross,NA,C,2,2,1.5,22,182,17,3,-61.2825,-61.28250193,74,6/25/2011,0.315104167,1.09,0.03726211,1.28,0.03726211,0.04,0.03726211,21.51,0.03726211,29.53,0.03726211,0,0,0,0,0,0,0,0,29.92262077,0,0,30.34217453,30.77965546,0,32.86738205,31.46026611,0,0,0,0,0,0,0,0,319,375,-90.24445,29.001225
381,382,29.055,-90.284,1458,7/1/2011,7:38:52,22,20,R,LB,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.2292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,376,-90.24445,29.001225
382,383,29.056,-90.29,1459,7/1/2011,7:39:00,23,10,R,LB,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.2343,-61.23436693,1459,7/1/2011,0.31875,1.09,0.02776356,1.28,0.02776356,0.04,0.02776356,21.51,0.02776356,29.53,0.02776356,0,0,0,0,0,0,14.81760025,0,30.29483795,0,0,30.36655807,30.62474442,0,32.78275299,31.70841217,0,0,0,0,0,0,1.008399963,0,319,377,-90.24445,29.001225
391,392,29.066,-90.267,1453,7/1/2011,7:38:17,18,14,R,LB,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,S3,NA,NA,O,1,1,NA,NA,NA,NA,1,-61.2005,-61.20053159,1453,7/1/2011,0.318252315,1.09,0.04916452,1.28,0.04916452,0.04,0.04916452,21.51,0.04916452,29.53,0.04916452,0,0,0,0,0,0,14.81760025,0,30.29483795,0,0,30.36655807,30.62474442,0,32.78275299,31.70841217,0,0,0,0,0,0,1.008399963,0,319,378,-90.24445,29.001225
317,318,28.991,-90.021,1025,6/30/2011,7:52:36,233,3,R,KC,Shrimp Trawler,1,Trawling,ESE,NA,NA,NA,NA,NA,NA,NA,Z2,NA,NA,I,3,2,NA,NA,NA,NA,2,-61.03,-61.02992588,1025,6/30/2011,0.328194444,1.05,0.03136307,1.24,0.03136307,0.37,0.03136307,17.23,0.03136307,28.86,0.03136307,0,0,0,0,0,0,11.56398964,8.649100304,30.90803146,0,29.78420448,0,31.16263199,31.85041428,33.14995193,32.60776138,0,0,0,0,0,0,0.765550017,0.656620026,320,379,-90.04688333,29.001225
334,335,29.014,-89.976,20,6/24/2011,12:09:13,26,75,R,LB,Shrimp Trawler,1,Transiting,S,NA,NA,NA,NA,NA,NA,NA,4,NA,Off Effort,I,3,2,NA,NA,NA,NA,3,-60.9629,-60.96284206,20,6/24/2011,12:09:13,1.03,0.03108738,1.25,0.03108738,0.14,0.03108738,17.4,0.03108738,29.06,0.03108738,0,0,0,0,0,0,11.69124985,8.284399986,31.14398575,0,29.77559662,30.76244354,31.43229294,32.10358047,33.20589447,32.96850586,0,0,0,0,0,0,0.7755,0.539470017,320,380,-90.04688333,29.001225
363,364,29.042,-90.019,365,6/26/2011,11:19:49,312,6,L,CW,Shrimp Trawler,1,Trawling,W,Unknown,NA,NA,NA,NA,NA,NA,4,NA,NA,I,1,3,NA,NA,NA,NA,1,-60.9765,-60.9764689,365,6/26/2011,0.472094907,1.22,0.01218572,1.27,0.01218572,0.1,0.01218572,12.78,0.01218572,29.04,0.01218572,0,0,0,0,0,0,12.11098003,7.576310158,30.7108078,0,29.55542183,30.64123917,31.16478348,31.77223969,33.16501236,32.99647522,0,0,0,0,0,0,0.804830015,0.493600011,320,381,-90.04688333,29.001225
343,344,29.024,-89.799,15,6/24/2011,11:57:23,21,10,R,CW,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,Moving,3,NA,NA,O,2,3,NA,NA,NA,NA,3,-60.7754,-60.77542319,15,6/24/2011,11:57:23,0.99,0.01249703,1.27,0.01249703,0.43,0.01249703,20.15,0.01249703,29.42,0.01249703,0,0,8.217559814,0,0,0,22.29738045,8.941900253,31.01847839,0,29.70244408,31.43372726,31.06366348,31.62234879,0,32.79781342,0,0,0.562870026,0,0,0,1.651800036,0.583199978,321,382,-89.84931667,29.001225
